time,Open MSFT,High MSFT,Low MSFT,Close MSFT,Volume MSFT,Open GOOG,High GOOG,Low GOOG,Close GOOG,Volume GOOG,Open GOLD,High GOLD,Low GOLD,Close GOLD,Volume GOLD,Open SP500,High SP500,Low SP500,Close SP500,Volume SP500,Open DJI30,High DJI30,Low DJI30,Close DJI30,Volume DJI30,Open AAPL,High AAPL,Low AAPL,Close AAPL,Volume AAPL,Open EUR/USD,High EUR/USD,Low EUR/USD,Close EUR/USD,Open USD/CAD,High USD/CAD,Low USD/CAD,Close USD/CAD,Open USD/AUD,High USD/AUD,Low USD/AUD,Close USD/AUD,Open USD/CNY,High USD/CNY,Low USD/CNY,Close USD/CNY,Open USD/GBP,High USD/GBP,Low USD/GBP,Close USD/GBP,Open AMZN,High AMZN,Low AMZN,Close AMZN,Volume AMZN,Open CAC40,High CAC40,Low CAC40,Close CAC40,Volume CAC40,Open DAX30,High DAX30,Low DAX30,Close DAX30,Volume DAX30,Open RUSSEL2000,High RUSSEL2000,Low RUSSEL2000,Close RUSSEL2000,Volume RUSSEL2000,Open EUROSTOCK50,High EUROSTOCK50,Low EUROSTOCK50,Close EUROSTOCK50,Volume EUROSTOCK50,Open INTEL,High INTEL,Low INTEL,Close INTEL,Volume INTEL
2012-11-12,28.9400,29.0100,28.2100,28.2200,61112300,,,,,,36.0700,36.3500,35.5600,35.8800,4540474,1379.8600,1384.8700,1377.1899,1380.0300,2567540000,12815.9297,12861.2803,12783.0000,12815.0801,62360000,554.1500,554.5000,538.6500,542.8300,18421500,1.2710,1.2739,1.2695,1.2708,0.9997,1.0006,0.9981,0.9997,,,,,6.2452,6.2454,6.2291,6.2291,,,,,226.5900,229.2199,225.4100,226.4700,2128800,3424.5500,3428.5000,3403.9700,3411.6499,105320800,7164.6802,7196.0000,7138.1699,7168.7598,118847600,796.9800,797.7300,792.9000,793.7600,25675400,2480.5000,2485.3799,2466.3501,2473.5200,0,17.5300,17.7900,17.4300,17.5000,22000
2012-11-09,28.8800,29.1900,28.8050,28.8300,43291200,,,,,,36.9000,36.9100,36.0200,36.0700,5835402,1377.5500,1391.3900,1373.0300,1379.8500,3647350000,12811.1699,12890.1904,12743.3896,12815.3896,131670000,540.4200,554.8800,533.7200,547.0600,33211200,1.2745,1.2790,1.2689,1.2709,1.0002,1.0033,0.9981,1.0012,,,,,6.2429,6.2484,6.2382,6.2452,,,,,226.2600,230.9700,224.6002,226.3100,3092500,3410.9800,3432.9399,3374.0801,3423.5701,196468200,7220.6899,7222.8701,7064.3398,7163.5000,204075100,793.6200,800.7200,789.2500,795.0200,36473500,2480.8000,2487.5300,2441.8799,2479.8201,0,17.5300,18.3000,17.5300,17.5300,26800
2012-11-08,29.1200,29.3700,28.8000,28.8100,49841800,,,,,,36.2900,36.8300,35.8250,36.5000,8223224,1394.5300,1401.2300,1377.5100,1377.5100,3779520000,12932.8096,12980.2305,12811.2402,12811.3203,138350000,560.6300,562.2300,535.2900,537.7500,37719500,1.2755,1.2776,1.2716,1.2745,0.9965,1.0004,0.9945,1.0001,,,,,6.2437,6.2444,6.2424,6.2429,,,,,232.2200,233.4500,227.1000,227.3500,2982400,3433.8000,3440.7700,3400.2400,3407.6799,194507600,7260.3501,7287.0000,7184.1802,7204.9600,188728100,804.3300,806.6800,793.6500,793.6500,37795200,2488.2000,2502.9500,2472.7700,2479.1299,0,18.0000,18.1900,17.5200,17.5800,49000
2012-11-07,29.5300,29.8250,29.0500,29.0800,57871800,,,,,,36.0800,36.3999,35.0700,36.2600,10688234,1428.2700,1428.2700,1388.1400,1394.5300,4356490000,13228.2402,13228.3203,12876.5996,12932.7305,164250000,573.8350,574.5400,555.7500,558.0019,28344600,1.2812,1.2876,1.2734,1.2770,0.9919,0.9983,0.9871,0.9964,,,,,6.2456,6.2460,6.2435,6.2437,,,,,235.6500,235.6600,229.4200,232.0608,3624200,3513.4199,3515.8701,3409.5901,3409.5901,186738000,7425.0801,7434.9600,7226.6001,7232.8301,174471900,818.9100,818.9100,802.2300,804.5200,43564900,2546.6799,2560.1101,2479.0400,2479.1001,0,18.3000,18.4340,18.1100,18.1500,32800
2012-11-06,29.8200,30.2000,29.6100,29.8600,43401500,,,,,,35.5900,36.0700,35.1700,35.5599,9855822,1417.2600,1433.3800,1417.2600,1428.3900,3306970000,13112.9004,13290.7500,13112.9004,13245.6797,105710000,590.2300,590.7400,580.0900,582.8495,13389900,1.2795,1.2826,1.2762,1.2812,0.9963,0.9967,0.9908,0.9918,,,,,6.2454,6.2467,6.2446,6.2456,,,,,235.4100,237.7500,234.4500,237.5600,2661300,3455.8301,3480.5000,3446.7100,3478.6599,100138600,7336.4600,7388.9800,7319.7300,7377.7598,107334200,821.6000,826.8900,821.5200,825.6400,33069700,2520.4099,2537.2500,2515.9399,2535.9399,0,18.5500,18.7200,18.4200,18.6100,19700
2012-11-05,29.6200,29.7400,29.3300,29.6300,38070800,,,,,,35.7400,35.9200,35.0800,35.0800,9632828,1414.0200,1419.9000,1408.1300,1417.2600,2921040000,13092.2803,13140.5801,13038.7100,13112.4404,95350000,583.5150,587.7700,577.6000,584.6211,18897700,1.2815,1.2842,1.2766,1.2794,0.9955,0.9977,0.9936,0.9961,,,,,6.2415,6.2465,6.2415,6.2454,,,,,232.0400,234.8300,230.1100,234.3300,1846100,3469.8999,3473.5701,3448.5000,3448.5000,103696800,7320.9800,7337.4702,7304.4502,7326.4702,78945900,814.3000,820.4600,812.1300,819.5400,29210400,2534.4099,2534.4099,2515.1599,2517.6699,0,18.5300,18.7200,18.3202,18.5400,12900
2012-11-02,29.5900,29.7700,29.3300,29.4998,57131600,,,,,,36.3400,36.3400,35.3700,35.3800,15241095,1427.5900,1434.2700,1412.9100,1414.2000,3732480000,13232.6201,13289.4502,13076.5703,13093.1602,137660000,595.8900,596.9500,574.7500,576.8000,21406200,1.2940,1.2951,1.2820,1.2841,0.9965,0.9984,0.9920,0.9958,,,,,6.2411,6.2439,6.2410,6.2415,,,,,234.0100,237.4000,232.1100,232.4224,3374700,3480.6299,3502.6399,3457.9299,3492.4600,164708800,7336.5200,7391.0400,7314.6802,7363.8501,137462000,829.8800,830.5500,814.3400,814.3700,37324800,2535.0801,2557.0300,2523.0000,2547.1499,0,18.6100,18.7300,18.3400,18.5900,39800
2012-11-01,28.8400,29.5600,28.8200,29.5150,72047900,,,,,,37.4900,38.0000,36.5600,36.7000,22773534,1412.2000,1428.3500,1412.2000,1427.5900,3929890000,13099.1904,13273.7100,13099.1104,13232.6201,140510000,598.2200,603.0000,594.1700,596.5399,12903500,1.2955,1.2982,1.2923,1.2939,1.0000,1.0013,0.9957,0.9965,,,,,6.2372,6.2413,6.2372,6.2411,,,,,234.2300,234.5500,231.3400,232.1400,3905100,3420.4800,3484.1699,3413.6899,3475.3999,112130000,7255.2998,7356.1802,7255.1099,7335.6699,90003600,818.7800,828.4800,818.4300,827.8500,39298900,2500.3101,2541.8701,2495.8999,2533.8701,0,18.4900,18.6100,18.2250,18.5100,27000
2012-10-31,28.5500,28.8800,28.5000,28.5400,69464100,,,,,,40.3000,40.8000,39.9500,40.5000,8440414,1410.9900,1418.7600,1405.9500,1412.1600,3577110000,13107.4404,13189.0801,13052.0703,13096.4600,138160000,594.8800,601.9600,587.7000,595.3200,18214400,1.2962,1.3020,1.2944,1.2955,0.9989,1.0014,0.9957,0.9999,,,,,6.2403,6.2439,6.2369,6.2372,,,,,236.3200,238.7000,230.5000,232.8931,4797600,3459.3401,3484.7800,3429.2700,3429.2700,118320800,7305.0698,7347.5098,7260.6299,7260.6299,124993300,813.6100,818.7300,811.8600,818.7300,35771100,2515.8301,2539.6499,2503.6399,2503.6399,0,18.4100,18.5500,18.0200,18.5300,16800
2012-10-26,27.8600,28.3400,27.8400,28.2100,57790000,,,,,,39.6700,39.6800,39.1300,39.1800,5249595,1412.9700,1417.0900,1403.2800,1411.9399,3284910000,13104.2197,13151.7197,13040.1699,13107.2100,134640000,609.4300,614.0000,591.0000,604.0000,36372600,1.2941,1.2956,1.2881,1.2935,0.9942,0.9994,0.9939,0.9967,,,,,6.2380,6.2495,6.2380,6.2485,,,,,228.6001,238.7100,226.6900,238.2400,11367500,3384.6799,3446.7400,3382.3601,3435.0901,141176000,7161.7300,7257.3701,7147.5098,7231.8501,97024500,816.6200,819.4200,807.9100,813.2500,32849100,2474.2200,2505.2500,2460.4800,2496.1001,0,18.5900,18.7389,18.2500,18.4100,30300
2012-10-25,28.1900,28.2000,27.8600,27.8800,54084300,,,,,,39.2100,39.6300,39.0700,39.4900,5763800,1409.7400,1421.1200,1405.1400,1412.9700,3512640000,13079.6396,13214.1104,13017.3701,13103.6797,114590000,620.0000,622.0000,605.5500,609.5380,23440200,1.2969,1.3023,1.2926,1.2940,0.9936,0.9954,0.9900,0.9943,,,,,6.2476,6.2480,6.2417,6.2417,,,,,230.9200,230.9200,222.9200,222.9200,6741300,3427.8301,3457.3000,3408.9299,3411.5300,132274000,7203.1201,7256.2202,7181.4502,7200.2300,110262600,818.6900,821.4600,811.5900,816.8200,35126400,2491.2200,2511.2500,2481.8899,2483.4299,0,18.6200,18.6200,18.3000,18.5700,11200
2012-10-24,28.1600,28.2000,27.8700,27.9019,53320400,,,,,,39.2400,39.2700,38.3250,38.4700,7328740,1413.2000,1420.0400,1407.1000,1408.7500,3385970000,13103.5303,13155.2100,13063.6299,13077.3398,110670000,621.4400,626.5500,610.6400,616.8300,19947400,1.2984,1.2997,1.2919,1.2968,0.9922,0.9957,0.9886,0.9934,,,,,6.2479,6.2527,6.2472,6.2480,,,,,235.8800,235.9400,227.9501,228.4900,3678700,3421.8301,3433.7600,3388.7100,3426.4900,123443600,7202.0298,7216.1299,7120.6802,7192.8501,135667600,819.0800,820.2300,811.9200,813.6500,33859700,2484.1599,2498.6001,2461.6499,2490.5801,0,18.1600,18.4900,18.1600,18.4100,40500
2012-10-23,27.7650,28.2000,27.7600,28.0470,64414800,,,,,,38.6700,39.0850,38.3700,38.9100,6895595,1433.7400,1433.7400,1407.5601,1413.1100,3587670000,13344.9004,13344.9004,13083.2803,13102.5303,122220000,631.0000,633.9000,611.7000,613.3554,25255200,1.3065,1.3075,1.2950,1.2984,0.9921,0.9976,0.9899,0.9922,,,,,6.2546,6.2546,6.2474,6.2479,,,,,231.0500,236.5000,230.0100,234.3100,4430800,3485.9399,3492.0200,3391.3000,3406.5000,161423000,7339.1602,7343.6001,7153.7998,7173.6899,127313400,814.7700,816.9800,807.2400,816.2000,35876700,2531.6101,2534.8501,2467.3799,2477.9199,0,18.2600,18.4483,18.1500,18.2400,21200
2012-10-22,28.7300,28.8300,27.8300,28.0000,83374000,,,,,,38.6300,39.4300,38.5300,39.3000,6594820,1433.2100,1435.4600,1422.0601,1433.8199,3216220000,13344.2803,13368.5498,13235.1504,13345.8896,121880000,612.4200,635.3800,610.7600,634.0300,19526100,1.3023,1.3083,1.3013,1.3063,0.9946,0.9964,0.9914,0.9925,,,,,6.2538,6.2565,6.2526,6.2546,,,,,238.8100,238.9500,232.3200,233.7800,4500000,3498.3799,3519.0500,3475.8201,3483.2500,134746600,7372.3599,7390.1001,7313.2402,7328.0498,100695100,820.3300,821.8800,816.7000,820.5200,32162200,2542.8000,2555.3999,2525.4399,2531.1001,0,18.1800,18.5600,18.1800,18.3500,46900
2012-10-19,29.0500,29.0800,28.5000,28.6400,90470800,,,,,,38.9200,39.1000,38.2401,38.7800,10262653,1457.3400,1457.3400,1429.8500,1433.1899,3875170000,13545.3301,13545.4902,13312.2197,13343.5098,239080000,631.0500,631.7700,609.6200,609.8400,26574500,1.3067,1.3076,1.3012,1.3022,0.9857,0.9939,0.9842,0.9928,,,,,6.2499,6.2546,6.2483,6.2538,,,,,245.1600,246.8200,238.9400,240.0000,4395300,3527.7900,3537.9199,3496.7600,3504.5601,219409800,7413.6899,7430.1201,7363.5000,7380.6401,178612900,832.4400,832.4400,817.7800,821.0000,38751700,2570.3000,2572.0400,2536.5601,2542.2400,0,18.1900,18.5000,18.0800,18.1700,57700
2012-10-18,29.6500,29.7300,29.2600,29.4950,59238500,,,,,,39.4600,39.6800,38.8500,38.9200,6597690,1460.9399,1464.0200,1452.6300,1457.3400,3880030000,13553.2402,13588.7305,13510.9297,13548.9404,128410000,639.5900,642.0600,630.0000,632.6400,17022300,1.3114,1.3129,1.3054,1.3067,0.9778,0.9859,0.9760,0.9856,,,,,6.2541,6.2571,6.2446,6.2503,,,,,247.7700,250.9100,242.7000,244.8500,5305300,3527.7600,3542.5801,3508.3999,3535.1799,184827000,7401.4102,7447.8101,7389.0098,7437.2300,145422000,841.0300,842.3700,837.1200,837.1200,38800300,2568.4800,2579.8101,2555.3501,2574.1899,0,18.7400,18.8700,18.3600,18.3600,24600
2012-10-17,29.3000,29.6400,29.0900,29.5900,44206100,,,,,,39.7700,40.3100,39.2200,39.9400,6250446,1454.2200,1462.2000,1453.3500,1460.9100,3655320000,13539.6299,13561.6504,13468.9004,13557.0000,135570000,648.8700,652.7900,644.0000,644.6136,13894200,1.3095,1.3139,1.3081,1.3115,0.9863,0.9871,0.9771,0.9778,,,,,6.2638,6.2638,6.2525,6.2545,,,,,243.3700,248.7999,243.3000,247.4900,3302700,3503.8201,3530.7900,3494.3501,3527.5000,229314400,7381.0801,7399.9902,7367.5898,7394.5498,129160700,836.5900,842.8700,836.1500,842.5200,36553200,2553.3000,2571.6201,2548.2600,2569.8301,0,18.9500,19.0000,18.8800,19.0000,21800
2012-10-16,29.4500,29.7400,29.3200,29.4900,47739400,,,,,,39.3200,39.8950,39.0000,39.8135,7363699,1440.3101,1455.5100,1440.3101,1454.9200,3568770000,13423.8398,13556.3701,13423.7598,13551.7803,113450000,635.3400,650.3000,631.0000,649.7925,19634700,1.2948,1.3098,1.2940,1.3097,0.9809,0.9878,0.9799,0.9863,,,,,6.2704,6.2760,6.2618,6.2638,,,,,244.8700,245.7700,242.0800,243.9400,2204100,3443.6001,3500.9399,3428.9700,3500.9399,163753600,7309.0801,7387.7798,7293.8999,7376.2700,132649800,831.6400,835.4600,831.4700,835.4400,35687700,2498.5500,2547.8999,2498.5500,2547.8999,0,18.8100,19.1800,18.7217,18.9700,44400
2012-10-15,29.3700,29.7200,29.2500,29.5100,42440200,,,,,,38.7400,38.8600,38.2802,38.8400,7465025,1428.7500,1441.3101,1427.2400,1440.1300,3483810000,13329.5400,13437.6602,13325.9297,13424.2305,114880000,632.3500,635.1300,623.8500,634.7600,15446500,1.2955,1.2979,1.2889,1.2942,0.9785,0.9813,0.9767,0.9808,,,,,6.2673,6.2710,6.2580,6.2707,,,,,242.8500,244.7760,238.5100,244.1800,2959800,3387.7600,3439.5200,3387.7600,3420.2800,125729400,7237.3999,7302.2300,7237.3999,7261.2500,128055300,824.7500,828.4300,820.4200,828.2800,34838100,2468.8301,2500.5300,2468.8301,2485.1201,0,18.7000,18.8200,18.6200,18.7600,15300
2012-10-12,28.9700,29.3200,28.8000,29.2000,46464700,,,,,,39.8300,39.8800,38.8900,39.0200,7044858,1432.8400,1438.4301,1425.5300,1428.5900,3134750000,13325.6201,13401.3203,13296.4297,13328.8496,113740000,629.5600,635.3800,625.3000,629.7140,16429100,1.2929,1.2991,1.2919,1.2953,0.9784,0.9808,0.9763,0.9782,,,,,6.2769,6.2770,6.2641,6.2672,,,,,243.3300,245.4600,241.9100,242.3600,2203200,3401.2600,3419.0000,3389.0801,3389.0801,173790200,7260.5698,7291.2402,7232.4199,7232.4902,124913300,829.5000,830.9500,821.9900,823.0900,31347500,2482.6599,2493.3101,2469.0901,2469.0901,0,19.1900,19.1900,18.6100,18.7000,47700
2012-10-11,29.2150,29.2500,28.8700,28.9500,41488500,,,,,,40.2900,40.4100,39.8700,39.9100,5808795,1432.8199,1443.9000,1432.8199,1432.8400,3672540000,13346.2803,13428.4902,13326.1201,13326.3896,86630000,646.5000,647.2000,628.1000,628.1000,19502900,1.2851,1.2951,1.2824,1.2931,0.9818,0.9834,0.9761,0.9784,,,,,6.2836,6.2836,6.2761,6.2770,,,,,248.0000,249.3000,241.8900,244.2200,3447300,3352.8501,3423.9800,3351.4399,3413.7200,141013400,7192.7500,7305.4600,7182.3101,7281.7002,128546800,831.8500,835.7200,828.7800,829.7800,36725400,2449.6201,2494.8401,2440.5801,2487.0801,0,18.8400,19.6100,18.7900,19.2800,58100
2012-10-10,29.1500,29.3100,28.9500,28.9800,47227100,,,,,,40.0600,40.9500,40.0300,40.1500,6559880,1441.4800,1442.5200,1430.6400,1432.5601,3225060000,13473.5303,13478.8301,13327.6201,13344.9697,101120000,639.7400,644.9800,637.0000,640.9100,18227000,1.2882,1.2913,1.2834,1.2850,0.9778,0.9829,0.9766,0.9819,,,,,6.2875,6.2899,6.2833,6.2833,,,,,252.0000,252.4600,244.0100,244.9900,3948300,3370.9199,3387.3799,3365.8701,3365.8701,140022200,7219.4600,7245.1699,7201.0898,7205.2300,86648800,828.4400,829.6300,824.3800,826.7500,32250600,2465.4900,2472.5300,2455.9500,2456.5400,0,18.7800,18.8100,18.5201,18.7200,10200
2012-10-09,29.6800,29.7400,29.1800,29.2800,45121100,,,,,,41.5900,41.6000,40.4800,40.4900,5573593,1455.9000,1455.9000,1441.1801,1441.4800,3216320000,13582.8799,13592.3301,13473.3096,13473.5303,103630000,638.6500,640.4900,623.5500,635.8500,29949900,1.2967,1.2991,1.2857,1.2882,0.9770,0.9808,0.9742,0.9779,,,,,6.2878,6.2897,6.2849,6.2878,,,,,258.6700,259.3500,250.7300,250.9600,3494800,3420.2300,3427.4199,3377.9199,3382.7800,185969000,7306.3301,7308.1299,7221.5000,7234.5298,100584300,836.7900,836.7900,827.7200,827.9200,32163200,2502.2600,2506.1799,2468.5000,2472.2300,0,18.9200,19.0400,18.5100,18.7400,21700
2012-10-08,29.6400,29.9200,29.5500,29.7800,29752000,,,,,,41.5300,41.7000,41.0600,41.3700,3337682,1460.9301,1460.9301,1453.1000,1455.8800,2328720000,13589.2598,13610.3799,13552.0898,13583.6504,71300000,646.8800,647.5600,636.1100,638.1700,22785500,1.3022,1.3025,1.2936,1.2965,0.9778,0.9800,0.9749,0.9769,,,,,6.2845,6.2878,6.2826,6.2878,,,,,257.6700,259.8000,255.5600,259.0600,1762300,3429.3201,3429.8601,3404.9700,3406.5300,123548600,7340.3901,7341.2798,7286.2402,7291.2100,121129000,839.5500,840.3600,837.6200,838.4100,23287200,2517.5200,2517.5200,2494.9600,2496.0901,0,18.6500,19.1799,18.3600,18.9600,18300
2012-10-05,30.2300,30.2500,29.7400,29.8500,41133900,,,,,,41.9700,42.4600,41.7800,42.0000,6282806,1461.4000,1470.9600,1456.8900,1460.9301,3172940000,13569.1797,13661.8701,13568.7500,13610.1504,115500000,665.2000,666.0000,651.2800,652.5900,21214500,1.3016,1.3071,1.2992,1.3029,0.9805,0.9811,0.9732,0.9780,,,,,,,,,,,,,261.2000,261.9000,257.4900,258.5100,2806500,3410.3999,3461.8401,3410.3999,3457.0400,143091000,7327.7002,7409.7798,7312.7900,7397.8701,115166900,846.9800,853.5700,841.5800,842.8600,31729400,2492.3000,2534.2600,2492.3000,2531.2100,0,19.5100,19.8200,18.6400,18.7900,46900
2012-10-04,29.9550,30.0300,29.5700,30.0300,43634900,,,,,,41.6500,42.1900,41.4200,42.1900,8129188,1451.0800,1463.1400,1451.0800,1461.4000,3615860000,13495.1797,13594.3301,13495.1797,13575.3604,106390000,671.2500,674.2500,665.5500,666.8000,13240200,1.2908,1.3031,1.2904,1.3017,0.9872,0.9876,0.9797,0.9803,,,,,6.2845,6.2845,6.2845,6.2845,,,,,256.0100,261.5200,255.8700,260.4700,2700400,3422.1101,3432.4399,3387.4800,3401.2000,111079600,7368.2100,7374.8599,7283.4800,7305.2100,129875400,840.7400,844.6500,835.5900,844.6500,36158600,2499.0300,2512.5000,2479.9500,2485.7500,0,19.9100,19.9200,19.2700,19.4900,18500
2012-10-03,29.7500,29.9900,29.6700,29.8600,46655900,,,,,,41.7000,41.8900,41.0135,41.1100,4876053,1446.0500,1454.3000,1441.9900,1450.9900,3531640000,13479.2100,13536.2695,13439.1201,13494.6104,103890000,664.8600,671.8600,662.6300,671.4500,15152900,1.2916,1.2937,1.2876,1.2909,0.9840,0.9884,0.9836,0.9871,,,,,6.2845,6.2845,6.2845,6.2845,,,,,251.2100,256.1000,249.5600,255.9200,2745600,3396.7900,3420.7400,3387.9500,3406.0200,118791200,,,,,,841.6100,843.9200,835.7900,838.7800,35316400,2485.1001,2501.6201,2476.7600,2492.4800,0,19.6700,20.0800,19.2700,19.8900,43800
2012-10-02,29.6800,29.8900,29.5000,29.6600,43338900,,,,,,42.0700,42.1300,41.3300,41.6200,4792283,1444.9900,1451.5200,1439.0100,1445.7500,3321790000,13515.2998,13567.0596,13424.9199,13482.3604,90730000,661.8100,666.3500,650.6500,661.3100,22428300,1.2886,1.2967,1.2878,1.2915,0.9820,0.9843,0.9809,0.9839,,,,,6.2845,6.2845,6.2845,6.2845,,,,,252.8000,253.1500,249.0300,250.6000,2195800,3411.2500,3450.8000,3392.3701,3414.2300,137533200,7278.1299,7373.1499,7266.1099,7305.8599,133883100,842.9400,843.4100,837.4900,840.5100,33217900,2485.9399,2519.9900,2473.8000,2493.5901,0,19.3900,19.7650,19.1100,19.6100,32700
2012-10-01,29.8100,29.9800,29.4200,29.4900,54042700,,,,,,42.2100,42.5400,41.7600,41.9000,5361307,1440.9000,1457.1400,1440.9000,1444.4900,3505080000,13437.6602,13598.2500,13437.6602,13515.1104,106120000,671.5000,676.7500,656.5000,659.3900,19414100,1.2814,1.2938,1.2803,1.2886,0.9838,0.9854,0.9796,0.9819,,,,,6.2845,6.2845,6.2845,6.2845,,,,,255.4000,256.1600,250.4900,252.0100,2581200,3348.0701,3438.9299,3348.0701,3434.9800,161579200,7227.8101,7339.2002,7225.2900,7326.7300,126099600,840.8300,847.0000,836.7400,840.3100,35050800,2451.2900,2502.5100,2450.3201,2498.8101,0,19.1200,19.9500,19.1100,19.2600,34700
2012-09-28,30.1800,30.2600,29.7400,29.7600,54229300,,,,,,41.6200,41.9100,41.2300,41.7600,8181681,1447.1300,1447.1300,1435.6000,1440.6700,3509230000,13485.8896,13487.6602,13367.2695,13437.1299,146950000,678.7500,681.1100,666.7500,667.1050,19111100,1.2913,1.2959,1.2837,1.2857,0.9801,0.9851,0.9778,0.9833,,,,,6.3023,6.3023,6.2838,6.2845,,,,,256.1400,257.0000,253.2000,254.3200,2456600,3457.4600,3459.5801,3354.8201,3354.8201,157124800,7330.6099,7337.1699,7215.9502,7216.1499,147382500,839.4900,841.8700,835.9500,837.4500,35092300,2515.4800,2522.7900,2454.2600,2454.2600,0,19.1700,19.3600,19.0500,19.0600,43500
2012-09-27,30.1700,30.4000,29.8900,30.1600,47129900,,,,,,41.3800,41.8600,41.0150,41.8600,7795447,1433.3600,1450.2000,1433.3600,1447.1500,3150330000,13413.4697,13522.8301,13413.4697,13485.9697,113990000,664.2900,682.1700,660.3500,681.3200,21217500,1.2873,1.2928,1.2828,1.2913,0.9847,0.9854,0.9789,0.9801,,,,,6.3019,6.3083,6.3010,6.3023,,,,,250.5400,257.4000,250.5200,256.5900,3397400,3437.4099,3447.4600,3421.3101,3439.3201,114155800,7313.1499,7324.9702,7268.6899,7290.0200,153894000,835.7000,844.8900,833.9500,843.5400,31503300,2510.4700,2518.3000,2497.2300,2506.0601,0,19.3000,19.3000,19.1010,19.2600,31900
2012-09-26,30.2800,30.6000,30.0400,30.1650,54672000,,,,,,40.2800,41.1600,39.9000,40.9500,9402977,1441.6000,1441.6000,1430.5300,1433.3199,3565380000,13458.6299,13480.3701,13406.9102,13413.5098,124350000,668.7400,672.6900,661.2000,665.1800,20589400,1.2903,1.2913,1.2834,1.2872,0.9801,0.9860,0.9796,0.9847,,,,,6.3062,6.3082,6.3012,6.3020,,,,,252.4000,254.6100,248.2300,249.6700,2920500,3471.7400,3472.7100,3414.8401,3414.8401,163388200,7362.9800,7362.9800,7255.7700,7276.5098,183905600,839.5700,839.6600,831.8200,833.9300,35653800,2552.5801,2552.5801,2496.3799,2498.5200,0,19.3500,19.5300,19.1100,19.3900,29300
2012-09-25,30.9500,31.0000,30.3600,30.3900,54266400,,,,,,41.9900,42.2750,40.9300,40.9500,8606558,1456.9399,1463.2400,1441.5900,1441.5900,3739900000,13559.9199,13620.2100,13457.2500,13457.5498,138630000,688.2600,692.7800,673.0000,673.5400,18528200,1.2931,1.2970,1.2885,1.2904,0.9784,0.9811,0.9753,0.9800,,,,,6.3088,6.3112,6.3019,6.3062,,,,,256.3300,258.9500,251.0300,252.4600,4405800,3490.1599,3520.2900,3474.0901,3513.8101,122937000,7406.2202,7438.8901,7369.3901,7425.1099,137219200,854.4900,856.9800,838.9600,839.1200,37399000,2555.2800,2573.5000,2544.2100,2568.4800,0,19.6100,19.8400,19.2700,19.3500,139000
2012-09-24,31.0000,31.0700,30.6400,30.7800,46825900,,,,,,42.1800,42.5000,41.2500,41.3100,9036287,1459.7600,1460.7200,1452.0601,1456.8900,3008920000,13577.8496,13601.9004,13521.6797,13558.9199,120370000,686.8600,695.1200,683.0000,690.7900,22848800,1.2979,1.2980,1.2889,1.2929,0.9762,0.9818,0.9760,0.9784,,,,,6.3053,6.3102,6.2996,6.3093,,,,,255.2200,255.6000,253.0000,254.8050,2707900,3501.3401,3514.0701,3483.5400,3497.2200,106334400,7419.6499,7440.4902,7388.2002,7413.1602,127430200,851.5900,856.6500,849.3200,851.7600,30089200,2565.6599,2566.1899,2545.7700,2557.8899,0,19.0400,19.6600,18.9700,19.4400,68600
2012-09-21,31.4300,31.6100,31.0900,31.1900,102348900,,,,,,42.9500,43.1900,42.3500,42.8600,13209081,1460.3400,1467.0699,1459.5100,1460.1500,4833870000,13597.2402,13647.0996,13571.5303,13579.4697,429610000,702.4100,705.0700,699.3617,700.0950,20413900,1.2965,1.3047,1.2955,1.2971,0.9765,0.9780,0.9727,0.9772,,,,,6.3038,6.3098,6.3032,6.3053,,,,,261.7400,262.0000,256.7400,257.4700,6059300,3528.4600,3540.8799,3504.6101,3530.7200,234806800,7409.3398,7478.5298,7391.0601,7451.6201,277450100,857.2400,860.1600,855.1400,855.5100,48338700,2560.5601,2580.6599,2552.9800,2577.0801,0,19.8800,19.8800,19.0800,19.2600,86000
2012-09-20,30.9500,31.4800,30.9100,31.4500,45543000,,,,,,42.2500,42.4800,41.8900,42.4600,7936743,1461.0500,1461.2300,1449.9800,1460.2600,3382520000,13575.1699,13599.0195,13503.0000,13596.9297,117910000,699.1600,700.0600,693.6200,698.7000,12020300,1.3045,1.3059,1.2918,1.2964,0.9746,0.9816,0.9742,0.9767,,,,,6.3051,6.3093,6.2945,6.3038,,,,,260.0300,260.8700,258.0000,260.8100,2913600,3501.0100,3520.9399,3486.3601,3509.9199,137676200,7322.6201,7390.4600,7313.1401,7389.4902,189994300,851.3500,852.9600,847.0900,851.5100,33825200,2550.8000,2558.0901,2535.7700,2553.0300,0,20.6600,20.6600,19.3800,19.5300,38600
2012-09-19,31.0900,31.1900,31.0400,31.0520,48871900,,,,,,42.3500,42.9400,42.0800,42.7400,9206878,1459.5000,1465.1500,1457.8800,1461.0500,3451360000,13565.4102,13626.4805,13556.7402,13577.9600,116210000,700.2600,703.9900,699.5700,702.1000,11674100,1.3043,1.3085,1.2991,1.3045,0.9746,0.9763,0.9721,0.9746,,,,,6.3186,6.3212,6.3086,6.3093,,,,,259.4500,262.8400,258.5300,261.6800,2636800,3528.6699,3540.3201,3503.7300,3531.8201,155636400,7387.1802,7396.1201,7326.2402,7390.7598,147347400,857.8500,859.2500,855.0700,856.0800,34513600,2562.0100,2572.6399,2546.1599,2567.6699,0,21.0000,21.0300,20.4400,20.8400,29400
